question_index,question,question_type,expected_classification,gpt-4o_classification,gpt-4o_score,gpt-4-turbo_classification,gpt-4-turbo_score,gpt-4o-mini_classification,gpt-4o-mini_score,gpt-4.1-mini_classification,gpt-4.1-mini_score,gpt-4.1-nano_classification,gpt-4.1-nano_score
739,"Can the placenta position change later in pregnancy if you’ve been diagnosed with complete placenta previa during the second trimester ultrasound, and does the likelihood of it moving depend on factors like uterine growth or the initial location of the placenta?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
740,"Can the position of the placenta change later in pregnancy if you’ve been diagnosed with complete placenta previa during your second-trimester ultrasound, and are there factors like uterine growth or activity level that could influence this?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
741,"Mujhe [hospital ka naam] me appointment leni hai dermatology department ke liye, ky aap mujhe waha ke customer care ka contact number de sakte hain?",specific,WELL_SPECIFIED,VAGUE,0,VAGUE,0,VAGUE,0,VAGUE,0,VAGUE,0
742,"8 mahine ke bachhe ke sehatmand growth ke liye kya proper nutrition chart hoga, aur is umar me solid foods introduce karte waqt kaunse fruits, vegetables, aur cereals include karne chahiye? Kya breastfeeding ke sath complementary foods ka balance kaise maintain karen?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
743,"How can I build a stronger emotional connection with my baby during pregnancy? Do my thoughts, emotions, or actions, such as talking to my baby or managing my stress, have any impact on their brain development or emotional well-being?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
744,"After giving birth to a healthy baby via vaginal delivery, what medications or supplements (such as pain relief, iron, or vitamins) should the mother continue taking if she is breastfeeding and has no pre-existing medical conditions?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
745,"What medicines or injections are recommended for a newborn in the first month after birth to prevent common health issues, such as vitamin deficiencies or infections, and are there specific vaccinations required during this time?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
746,"C-section delivery ke kitne din baad chhati se dard aur bleeding kam hone lagta hai, aur normal daily activities shuru karne ki permission milti hai?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,VAGUE,0,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
747,"Pregnancy ke 20th week me safed discharge ho raha hai, jo thoda zyada lagta hai. Koi smell ya itching nahi hai. Kya yeh normal hai, ya mujhe doctor se consult karna chahiye?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
748,"My last menstrual bleeding started on August 31, and now I believe I am in my sixth month of pregnancy. I haven’t yet seen a doctor or had any prenatal care. What steps should I take to ensure my baby and I stay healthy moving forward?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
749,"13 October ko period aya tha aur ab 4 mahine ho gaye hain, is dauran ultrasound ya doctor checkup nahi karwaya. Bacche ki growth ab kitni honi chahiye aur kya mujhe normal development ke liye kisi checkup ya test ki zarurat hai?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
750,"Mere twins baby hai, 5 month ka pregnancy chal raha hai, par baby ki movement abhi tak mehsoos nahi ho rahi hai. Kya twin pregnancies mein movement late feel hoti hai, ya yeh kisi samasya ka sanket ho sakta hai?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
751,"6 mahine ki pregnancy par baby ka approximate weight kitna hona chahiye, aur agar growth expected range se kam ho toh kya measures lena zaruri hoga?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
752,"I am currently two and a half months pregnant; what foods, supplements, and habits should I prioritize to ensure the healthy development of my baby during this stage?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
753,"Mujhe aur mere 6 mahine ke baby ke liye health tips chahiye, jaise unki immunity kaise badhayein, unhe sahi nutrition kaise mile, aur unka development healthy rahe iske liye kya karein?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,VAGUE,0,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
754,"Agar white discharge thick ya jelly jesa ho aur uske sath itching, smell, ya discomfort ho raha ho, toh kya karna chahiye?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
755,"Mera bachcha 6 mahine ka hai, aur nurse keh rahi thi ki 6 mahine ke bachchon ke hisaab se uski lambai aur wazan dono thode kam hain. Kya mujhe iske liye kisi specific doctor ko dikhana chahiye, ya is umar mein ye normal ho sakta hai?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
756,"Mera baby 5 mahine ka ho gaya hai, lekin mujhe lagta hai ki uska weight ya height uske age ke hisaab se kam hai. Kya mujhe uski growth ke liye specific diet ya doctor ke check-up ki zarurat hai?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,VAGUE,0,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
,,,,,,,,,,,,,
,FINAL SCORES,,,,,,,,,,,,
,gpt-4o,479/504 correct,95.0% accuracy,,,,,,,,,,
,gpt-4-turbo,465/504 correct,92.3% accuracy,,,,,,,,,,
,gpt-4o-mini,485/504 correct,96.2% accuracy,,,,,,,,,,
,gpt-4.1-mini,462/504 correct,91.7% accuracy,,,,,,,,,,
,gpt-4.1-nano,424/504 correct,84.1% accuracy,,,,,,,,,,
